Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
Q6F4N5	AP25_ORYSJ	reviewed	Aspartyl protease 25 (EC 3.4.23.-) (Protein RICE ANTHER DOWN-REGULATED BY CHILLING 1)	GO:0004190; GO:0005618; GO:0006508; GO:0009627; GO:0030163; GO:0043067; GO:0048046	
B9G5N1	PAIR3_ORYSJ	reviewed	Meiosis-specific protein PAIR3 (Protein HOMOLOGOUS PAIRING ABERRATION IN RICE MEIOSIS 3)	GO:0005634; GO:0005694; GO:0007129	SUBCELLULAR LOCATION: Chromosome {ECO:0000269|PubMed:21119003, ECO:0000269|PubMed:27436711}. Nucleus {ECO:0000269|PubMed:21119003}. Note=During interphase-early leptotene, distributed as numerous punctuate foci throughout the chromatin. Associates with chromosomal axes at leptotene, zygotene and pachytene (PubMed:21119003). Associates with chromosomal axes at zygotene (PubMed:27436711). {ECO:0000269|PubMed:21119003, ECO:0000269|PubMed:27436711}.
P0C5C9	REHYA_ORYSJ	reviewed	1-Cys peroxiredoxin A (1-Cys Prx A) (EC 1.11.1.15) (Protein RAB24) (Rice 1Cys-peroxiredoxin) (R1C-Prx) (Thioredoxin peroxidase A)	GO:0004601; GO:0005623; GO:0005634; GO:0005829; GO:0045454; GO:0051920	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O04005}. Cytoplasm {ECO:0000250|UniProtKB:O04005}.
Q6ZAR0	ROC1_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC1 (GLABRA 2-like homeobox protein 1) (HD-ZIP protein ROC1) (Homeodomain transcription factor ROC1) (Protein RICE OUTERMOST CELL-SPECIFIC 1)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q654B3	RSBZ5_ORYSJ	reviewed	bZIP transcription factor RISBZ5 (Rice seed bZIP5) (bZIP transcription factor 52) (OsbZIP52)	GO:0003677; GO:0003700; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978, ECO:0000269|PubMed:22189955}.
K4PW38	RSS3_ORYSJ	reviewed	Protein RICE SALT SENSITIVE 3	GO:0005634; GO:0005737	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23715469}. Cytoplasm {ECO:0000269|PubMed:23715469}.
Q7Y0V9	ROC4_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC4 (GLABRA 2-like homeobox protein 4) (HD-ZIP protein ROC4) (Homeodomain transcription factor ROC4) (Protein RICE OUTERMOST CELL-SPECIFIC 4)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q6ETX0	RSBZ3_ORYSJ	reviewed	bZIP transcription factor RISBZ3 (Rice seed bZIP3) (bZIP transcription factor 20) (OsbZIP20)	GO:0003677; GO:0003700; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978}.
Q0J9X2	ROC2_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC2 (GLABRA 2-like homeobox protein 2) (HD-ZIP protein ROC2) (Homeodomain transcription factor ROC2) (Protein RICE OUTERMOST CELL-SPECIFIC 2)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q6H500	RSBZ4_ORYSJ	reviewed	bZIP transcription factor RISBZ4 (Rice seed bZIP4) (bZIP transcription factor 15) (OsbZIP15)	GO:0003677; GO:0003700; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978}.
Q69T58	ROC8_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC8 (GLABRA 2-like homeobox protein 8) (HD-ZIP protein ROC8) (Homeodomain transcription factor ROC8) (Protein RICE OUTERMOST CELL-SPECIFIC 8)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q5JMF3	ROC9_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC9 (GLABRA 2-like homeobox protein 9) (HD-ZIP protein ROC9) (Homeodomain transcription factor ROC9) (Protein RICE OUTERMOST CELL-SPECIFIC 9)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
A3BPF2	ROC7_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC7 (GLABRA 2-like homeobox protein 7) (HD-ZIP protein ROC7) (Homeodomain transcription factor ROC7) (Protein RICE OUTERMOST CELL-SPECIFIC 7)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q7Y0V7	ROC6_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC6 (GLABRA 2-like homeobox protein 6) (HD-ZIP protein ROC6) (Homeodomain transcription factor ROC6) (Protein RICE OUTERMOST CELL-SPECIFIC 6)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q6EPF0	ROC5_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC5 (GLABRA 2-like homeobox protein 5) (HD-ZIP protein ROC5) (Homeodomain transcription factor ROC5) (Protein RICE OUTERMOST CELL-SPECIFIC 5)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q336P2	ROC3_ORYSJ	reviewed	Homeobox-leucine zipper protein ROC3 (GLABRA 2-like homeobox protein 3) (HD-ZIP protein ROC3) (Homeodomain transcription factor ROC3) (Protein RICE OUTERMOST CELL-SPECIFIC 3)	GO:0005634; GO:0006355; GO:0008289; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q75IW1	COBL2_ORYSJ	reviewed	COBRA-like protein 2 (Protein BRITTLE CULM1-like 2)	GO:0009664; GO:0009832; GO:0010215; GO:0016021; GO:0046658; GO:0052324	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q60E70	COBL3_ORYSJ	reviewed	COBRA-like protein 3 (Protein BRITTLE CULM1-like 4)	GO:0009664; GO:0009832; GO:0010215; GO:0016021; GO:0046658; GO:0052324	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}.
Q6ZF85	CSLF3_ORYSJ	reviewed	Probable mixed-linked glucan synthase 3 (EC 2.4.1.-) (1,3;1,4-beta-D-glucan synthase 3) (Cellulose synthase-like protein F3) (OsCslF3)	GO:0000139; GO:0005794; GO:0005802; GO:0005886; GO:0009833; GO:0016021; GO:0016760; GO:0030244; GO:0051753; GO:0071555	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q84ZD2	CRP1_ORYSJ	reviewed	Pentatricopeptide repeat-containing protein CRP1 homolog, chloroplastic	GO:0006397; GO:0006417; GO:0009507	SUBCELLULAR LOCATION: Plastid, chloroplast {ECO:0000255}.
Q75KV9	BH148_ORYSJ	reviewed	Transcription factor BHLH148 (Basic helix-loop-helix protein 148) (OsbHLH148) (bHLH transcription factor bHLH148)	GO:0003677; GO:0005634; GO:0006355; GO:0009414; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981}.
Q0E2P1	2ABB_ORYSJ	reviewed	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform (PP2A, subunit B, beta isoform)	GO:0000159; GO:0000278; GO:0005829; GO:0019888; GO:0070262	
Q5I396	DAT11_ORYSJ	reviewed	Diacylglycerol O-acyltransferase 1-1 (OsDGAT1-1) (EC 2.3.1.20)	GO:0004144; GO:0005789; GO:0006071; GO:0009941; GO:0016021; GO:0019432	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5GKZ7}; Multi-pass membrane protein {ECO:0000255}.
Q5VNM3	IF43A_ORYSJ	reviewed	Eukaryotic initiation factor 4A-III homolog A (OseIF4AIIIa) (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (DEAD-box ATP-dependent RNA helicase 2) (OsRH2)	GO:0000184; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005730; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0051028; GO:0071013	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27071313}. Cytoplasm {ECO:0000269|PubMed:27071313}. Note=Nucleocytoplasmic shuttling protein. Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA. {ECO:0000250|UniProtKB:P38919}.
Q84Q72	HS181_ORYSJ	reviewed	18.1 kDa class I heat shock protein (18.1 kDa heat shock protein) (OsHsp18.1)	GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009651; GO:0042542; GO:0043621; GO:0045471; GO:0046685; GO:0046686; GO:0046688; GO:0051082; GO:0051259	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q6ZA06	GUN20_ORYSJ	reviewed	Endoglucanase 20 (EC 3.2.1.4) (Endo-1,4-beta glucanase 20) (OsGLU15)	GO:0005576; GO:0008810; GO:0030245; GO:0071555	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q9LRI7	OSR8_ORYSJ	reviewed	Hydrophobic protein OSR8	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5N6V8	ORR26_ORYSJ	reviewed	Two-component response regulator ORR26 (OsRRB6)	GO:0000160; GO:0003677; GO:0003700; GO:0005634; GO:0009736	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625}.
P20698	PRO28_ORYSJ	reviewed	Prolamin PPROL 17D	GO:0005773; GO:0033095; GO:0045735	SUBCELLULAR LOCATION: Vacuole, aleurone grain. Note=In rice, prolamin accumulates as a type I protein body which originates directly from the endoplasmic reticulum.
P0DKK4	PSA4C_ORYSJ	reviewed	Proteasome subunit alpha type-4-3 (EC 3.4.25.1) (20S proteasome alpha subunit C) (20S proteasome subunit alpha-3)	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0010498; GO:0010499; GO:0019773; GO:0043161	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q0DZT4	P2C19_ORYSJ	reviewed	Probable protein phosphatase 2C 19 (OsPP2C19) (EC 3.1.3.16)	GO:0004722; GO:0004724; GO:0046872	
Q9AR38	PPOC_ORYSJ	reviewed	Protoporphyrinogen oxidase, chloroplastic (PPO) (EC 1.3.3.4) (Protoporphyrinogen oxidase 1)	GO:0004729; GO:0006782; GO:0006783; GO:0009534; GO:0009941; GO:0015995; GO:0016491	SUBCELLULAR LOCATION: Plastid, chloroplast {ECO:0000305}.
Q84JI0	P2C30_ORYSJ	reviewed	Probable protein phosphatase 2C 30 (OsPP2C30) (EC 3.1.3.16)	GO:0004722; GO:0004724; GO:0005634; GO:0005829; GO:0009738; GO:0009845; GO:0046872; GO:0090351	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22071266, ECO:0000269|PubMed:26362328}.
Q8H063	P2C29_ORYSJ	reviewed	Probable protein phosphatase 2C 29 (OsPP2C29) (EC 3.1.3.16)	GO:0004722; GO:0004724; GO:0046872	
O23875	PCF1_ORYSJ	reviewed	Transcription factor PCF1	GO:0003700; GO:0005634; GO:0007275; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q10CE8	PCF6_ORYSJ	reviewed	Transcription factor PCF6	GO:0003700; GO:0005634; GO:0007275; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q69TY4	PR2E1_ORYSJ	reviewed	Peroxiredoxin-2E-1, chloroplastic (EC 1.11.1.15) (Peroxiredoxin IIE-1) (Thioredoxin peroxidase 2E-1)	GO:0005623; GO:0005737; GO:0008379; GO:0009570; GO:0034599; GO:0042744; GO:0045454	SUBCELLULAR LOCATION: Plastid, chloroplast stroma {ECO:0000250|UniProtKB:Q949U7}.
Q2RB33	NAC45_ORYSJ	reviewed	NAC domain-containing protein 45 (ONAC045)	GO:0003677; GO:0005634; GO:0009414; GO:0009651; GO:0045893	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00353, ECO:0000269|PubMed:19135985}.
Q6K965	OEP21_ORYSJ	reviewed	Outer envelope pore protein 21, chloroplastic (Chloroplastic outer envelope pore protein of 21 kDa)	GO:0008308; GO:0015288; GO:0031359; GO:0034426; GO:0044070; GO:0046930	SUBCELLULAR LOCATION: Plastid, etioplast membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Plastid, chloroplast outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Present in non-green root plastids. {ECO:0000250}.
Q7XHN8	P2C61_ORYSJ	reviewed	Probable protein phosphatase 2C 61 (OsPP2C61) (EC 3.1.3.16)	GO:0004722; GO:0004724; GO:0046872	
Q0IWL9	GRS11_ORYSJ	reviewed	Monothiol glutaredoxin-S11	GO:0005623; GO:0005634; GO:0005829; GO:0006879; GO:0009055; GO:0015035; GO:0045454; GO:0046872; GO:0051537	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q8LQ74	IAA6_ORYSJ	reviewed	Auxin-responsive protein IAA6 (Indoleacetic acid-induced protein 6)	GO:0005634; GO:0006355; GO:0006417; GO:0009733; GO:0009734	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q0IWF3	NIP31_ORYSJ	reviewed	Aquaporin NIP3-1 (NOD26-like intrinsic protein 3-1) (OsNIP3;1)	GO:0015267; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8GSL4	ORC6_ORYSJ	reviewed	Origin of replication complex subunit 6 (OsORC6)	GO:0003688; GO:0005664; GO:0006270; GO:0009555	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y5N6}.
Q65XF2	OSA15_ORYSJ	reviewed	Senescence-associated protein OSA15, chloroplastic	GO:0009507; GO:0010150; GO:0034599	SUBCELLULAR LOCATION: Plastid, chloroplast {ECO:0000255}.
Q7XJ39	NLT2A_ORYSJ	reviewed	Non-specific lipid-transfer protein 2A (LTP 2A)	GO:0006869; GO:0008289	
P60137	PSBL_ORYSJ	reviewed	Photosystem II reaction center protein L (PSII-L)	GO:0009535; GO:0009536; GO:0009539; GO:0015979; GO:0016021	SUBCELLULAR LOCATION: Plastid, chloroplast thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01317}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01317}.
Q65WW7	PAHX2_ORYSJ	reviewed	Phytanoyl-CoA dioxygenase 2 (EC 1.14.11.18) (Phytanoyl-CoA 2-hydroxylase)	GO:0006631; GO:0031418; GO:0046872; GO:0048244	
O24210	PANC_ORYSJ	reviewed	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)	GO:0004592; GO:0005524; GO:0005829; GO:0033317	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
Q9LST7	PSB3_ORYSJ	reviewed	Proteasome subunit beta type-3 (EC 3.4.25.1) (20S proteasome alpha subunit C) (20S proteasome subunit beta-3)	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0010498; GO:0010499; GO:0019774; GO:0043161	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU00809}. Nucleus {ECO:0000250}.
Q7XQN1	MYB80_ORYSJ	reviewed	Transcription factor MYB80 (Myb-related protein 80) (OsMYB80)	GO:0003682; GO:0003700; GO:0005634; GO:0009555; GO:0010090; GO:0030154; GO:0043565; GO:0044212; GO:0048658	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625}.
Q655R6	MOCOS_ORYSJ	reviewed	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurase-like protein 3) (Molybdenum cofactor sulfurtransferase)	GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0102867	
Q9LSU1	PSA5_ORYSJ	reviewed	Proteasome subunit alpha type-5 (EC 3.4.25.1) (20S proteasome alpha subunit E) (20S proteasome subunit alpha-5)	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0010498; GO:0010499; GO:0019773; GO:0043161	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
P0C413	PSBM_ORYSJ	reviewed	Photosystem II reaction center protein M (PSII-M)	GO:0009523; GO:0009535; GO:0009536; GO:0016021; GO:0019684	SUBCELLULAR LOCATION: Plastid, chloroplast thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_00438}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00438}.
Q6Z2T3	NIP21_ORYSJ	reviewed	Aquaporin NIP2-1 (Low silicon protein 1) (NOD26-like intrinsic protein 2-1) (OsNIP2;1) (Silicon influx transporter LSI1)	GO:0005886; GO:0015115; GO:0015267; GO:0015708; GO:0016020; GO:0016021; GO:0048226	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16572174}; Multi-pass membrane protein {ECO:0000269|PubMed:16572174}.
Q10G56	OAT_ORYSJ	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase)	GO:0004587; GO:0005737; GO:0005759; GO:0006593; GO:0006979; GO:0008270; GO:0009408; GO:0009413; GO:0009414; GO:0009651; GO:0009733; GO:0009737; GO:0009741; GO:0009753; GO:0009816; GO:0010121; GO:0019544; GO:0030170; GO:0042538; GO:0051646; GO:0055129	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q0J954	PAO5_ORYSJ	reviewed	Polyamine oxidase 5 (OsPAO5) (EC 1.5.3.-)	GO:0005777; GO:0006598; GO:0016491; GO:0046208; GO:0046592; GO:0050660; GO:0052894; GO:0052901; GO:1903602	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:21796433}.
A1A699	OHK6_ORYSJ	reviewed	Probable histidine kinase 6 (OsHK6) (EC 2.7.13.3) (OsCRL1a)	GO:0000155; GO:0004673; GO:0005886; GO:0006468; GO:0009736; GO:0016021; GO:0019955	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q8S0S6	G2OX3_ORYSJ	reviewed	Gibberellin 2-beta-dioxygenase 3 (EC 1.14.11.13) (Gibberellin 2-beta-hydroxylase 3) (Gibberellin 2-oxidase 3) (GA 2-oxidase 3) (OsGA2ox3)	GO:0009685; GO:0045487; GO:0045543; GO:0046872; GO:0051213; GO:0052634	
Q69L99	LAC14_ORYSJ	reviewed	Laccase-14 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 14) (Diphenol oxidase 14) (Urishiol oxidase 14)	GO:0004322; GO:0005507; GO:0005886; GO:0006826; GO:0046274; GO:0048046; GO:0052716; GO:0055072	SUBCELLULAR LOCATION: Secreted, extracellular space, apoplast {ECO:0000305}.
Q75HB1	IRT1_ORYSJ	reviewed	Fe(2+) transport protein 1 (Fe(II) transport protein 1) (Iron-regulated transporter 1) (OsIRT1)	GO:0005385; GO:0005886; GO:0006826; GO:0006829; GO:0015691; GO:0016021; GO:0055072; GO:0071577	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16412081}; Multi-pass membrane protein {ECO:0000269|PubMed:16412081}.
Q0DIV0	HEMH2_ORYSJ	reviewed	Ferrochelatase-2, chloroplastic (EC 4.99.1.1) (Ferrochelatase II) (Heme synthase 2) (Protoheme ferro-lyase 2)	GO:0004325; GO:0005739; GO:0006783; GO:0009507	SUBCELLULAR LOCATION: Plastid, chloroplast {ECO:0000250}.
Q6Z690	LDL1_ORYSJ	reviewed	Lysine-specific histone demethylase 1 homolog 1 (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 1) (Protein LSD1-LIKE 1)	GO:0003677; GO:0005634; GO:0005737; GO:0016491; GO:0016575; GO:0045892; GO:0048364; GO:0051568	
Q8RYL0	LCB2C_ORYSJ	reviewed	Long chain base biosynthesis protein 2c (EC 2.3.1.50)	GO:0004758; GO:0005789; GO:0006665; GO:0009058; GO:0016021; GO:0030170	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q0J8G8	MAD26_ORYSJ	reviewed	MADS-box transcription factor 26 (FDRMADS3) (OsMADS26) (RMADS220)	GO:0000977; GO:0003700; GO:0005634; GO:0007275; GO:0008134; GO:0043565; GO:0044212; GO:0045944; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q7XSZ4	HACDA_ORYSJ	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PASTICCINO 2A (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PASTICCINO 2A) (HACD) (PAS2A) (Protein tyrosine phosphatase-like protein)	GO:0007275; GO:0018812; GO:0030148; GO:0030176; GO:0030497; GO:0042761; GO:0102158; GO:0102343; GO:0102344; GO:0102345	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q94FT8	HBL3_ORYSJ	reviewed	Non-symbiotic hemoglobin 3 (ORYsa GLB1c) (rHb3)	GO:0019825; GO:0020037; GO:0046872	
Q40704	MADS3_ORYSJ	reviewed	MADS-box transcription factor 3 (OsMADS3) (Protein AGAMOUS-like) (RMADS222)	GO:0000977; GO:0003700; GO:0005634; GO:0007275; GO:0008134; GO:0010097; GO:0030154; GO:0043565; GO:0044212; GO:0045944; GO:0046983; GO:0048481	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q7XKR9	KN12A_ORYSJ	reviewed	Kinesin-like protein KIN-12A (OsKinesin-12A) (Phragmoplast-associated kinesin-related protein 1) (OsPAKRP1)	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0008574; GO:0009524; GO:0016887	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, phragmoplast {ECO:0000269|PubMed:10898978, ECO:0000269|PubMed:19106179}. Note=Localized to the midline of the nascent phragmoplast (late anaphase) essentially at the plus end of phragmoplast microtubules. {ECO:0000269|PubMed:19106179}.
