Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
Q4WYN4	CRMC_ASPFU	reviewed	Major facilitator copper-regulated transporter crmC (Copper-responsive metabolite biosynthesis cluster protein C)	GO:0005887; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q8VZJ2	BGNEM_ARATH	reviewed	Probable glucan endo-1,3-beta-glucosidase At4g16260 (EC 3.2.1.39)	GO:0002215; GO:0005576; GO:0005618; GO:0005774; GO:0005975; GO:0009817; GO:0042973; GO:0046658; GO:0099503	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9M367	BECN1_ARATH	reviewed	Beclin-1-like protein (AtBECLIN 1) (Autophagy protein 6) (AtATG6) (Protein VPS30 homolog) (AtVPS30)	GO:0000045; GO:0000407; GO:0005856; GO:0006623; GO:0006995; GO:0009846; GO:0019898; GO:0032258; GO:0034271; GO:0034272; GO:0045324; GO:0050832	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17259285}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:26566764}. Note=Colocalizes with ATG8I in punctuate structures (PubMed:17259285). Localizes in punctuate structures and colocalizes with microtubules (PubMed:26566764). {ECO:0000269|PubMed:17259285, ECO:0000269|PubMed:26566764}.
P50138	ACT_PUCGR	reviewed	Actin	GO:0005524; GO:0005737; GO:0005856	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q9LSI9	BIR2_ARATH	reviewed	Inactive LRR receptor-like serine/threonine-protein kinase BIR2 (Protein BAK1-INTERACTING RECEPTOR-LIKE KINASE 2)	GO:0000166; GO:0005829; GO:0005886; GO:0006468; GO:0006952; GO:0009507; GO:0016021; GO:1900150; GO:1900425	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24388849}; Single-pass type I membrane protein {ECO:0000269|PubMed:24388849}.
B0YB65	BGLL_ASPFC	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	GO:0005576; GO:0008422; GO:0030245; GO:0102483	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q1DME8	CSM3_COCIM	reviewed	Chromosome segregation in meiosis protein 3	GO:0000076; GO:0005634; GO:0006281; GO:0048478; GO:0051321	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
C5PHH6	ACUK_COCP7	reviewed	Transcription activator of gluconeogenesis CPC735_053490	GO:0000981; GO:0003677; GO:0005634; GO:0006094; GO:0008270	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
Q4WQG5	CCR4_ASPFU	reviewed	Glucose-repressible alcohol dehydrogenase transcriptional effector (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase)	GO:0000175; GO:0000289; GO:0003723; GO:0004535; GO:0005634; GO:0005737; GO:0030014; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
O64883	BGL26_ARATH	reviewed	Beta-glucosidase 26, peroxisomal (AtBGLU26) (EC 3.2.1.21) (Protein PENETRATION 2)	GO:0005777; GO:0005975; GO:0008422; GO:0009617; GO:0009651; GO:0009682; GO:0009817; GO:0009941; GO:0016020; GO:0019137; GO:0019760; GO:0019762; GO:0042344; GO:0042742; GO:0052544; GO:0102483	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:16293760}.
B3EWC5	AMP_BRELA	reviewed	Antimicrobial protein BL-A60	GO:0031640; GO:0050829; GO:0050830; GO:0050832	
S0DL59	APF5_GIBF5	reviewed	Fatty acid synthase apf5 (EC 2.3.1.41) (Apicidin F synthesis protein 5)	GO:0004315; GO:0042759	
A8PTV6	GMT_MALGO	reviewed	GDP-mannose transporter (GMT)	GO:0000139; GO:0005789; GO:0008643; GO:0016021; GO:0030659	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
A1C690	EIF3L_ASPCL	reviewed	Eukaryotic translation initiation factor 3 subunit L (eIF3l)	GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03011}.
P38670	ERG24_NEUCR	reviewed	Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Sterol C14-reductase)	GO:0006696; GO:0016126; GO:0030176; GO:0050613; GO:0050661	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q4P6R3	CTU1_USTMA	reviewed	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	GO:0000049; GO:0002098; GO:0002143; GO:0002144; GO:0005829; GO:0016779; GO:0032447; GO:0034227	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03053}.
E3S405	GFA_PYRTT	reviewed	Putative glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22) (S-(hydroxymethyl)glutathione synthase)	GO:0008270; GO:0046294; GO:0051907	
Q4P6E2	EIF3I_USTMA	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit homolog) (eIF-3 39 kDa subunit homolog)	GO:0001732; GO:0002188; GO:0003743; GO:0010494; GO:0016282; GO:0033290; GO:0034399; GO:0043614; GO:0071470; GO:0071540; GO:0071541	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03008}.
S3D9F1	GLOL_GLAL2	reviewed	Highly reducing polyketide synthase gloL (HR-PKS gloL) (EC 2.3.1.-) (Pneumocandin acyl side chain synthase) (Pneumocandin biosynthesis cluster protein L)	GO:0008168; GO:0016491; GO:0016746; GO:0031177	
A6SDU6	EIF3K_BOTFB	reviewed	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)	GO:0001732; GO:0003743; GO:0005852; GO:0006446; GO:0016282; GO:0033290; GO:0043022	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03010}.
A0A1D6GNR3	KWL1_MAIZE	reviewed	Kiwellin-1 (ZmKWL1)	GO:0048046; GO:0050832	SUBCELLULAR LOCATION: Secreted, extracellular space, apoplast {ECO:0000269|PubMed:30651637}.
A5YCB9	MEP5_TRITO	reviewed	Extracellular metalloproteinase 5 (EC 3.4.24.-) (Fungalysin MEP5)	GO:0004222; GO:0005615; GO:0008270; GO:0009405	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P0DSJ0	GTX3B_NEOIV	reviewed	U1-poneritoxin-Ni3b (U1-PONTX-Ni3b) (Ponericin Pi I2)	GO:0005576; GO:0031640; GO:0042742; GO:0050832	SUBCELLULAR LOCATION: Secreted {ECO:0000305|PubMed:25448389}.
A1CT23	KMO_ASPCL	reviewed	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)	GO:0004502; GO:0005741; GO:0006569; GO:0019805; GO:0034354; GO:0043420; GO:0071949	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03018}.
P0C1H8	PPIA2_RHIO9	reviewed	Peptidyl-prolyl cis-trans isomerase A2 (PPIase A2) (EC 5.2.1.8) (Cyclophilin A2) (Cyclosporin A-binding protein) (Rotamase A2)	GO:0003755; GO:0005737; GO:0006457	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q873X0	PACC_GIBMO	reviewed	pH-response transcription factor pacC/RIM101	GO:0003677; GO:0005634; GO:0005737; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q7S4P1	OXR1_NEUCR	reviewed	Oxidation resistance protein 1	GO:0005739	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q12641	P5CR_NEUCR	reviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	GO:0004735; GO:0055129	
P50366	NU5M_PHYIN	reviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	GO:0005743; GO:0008137; GO:0016021; GO:0042773; GO:0070469	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
B0Y6R2	PPOA_ASPFC	reviewed	Psi-producing oxygenase A (Fatty acid oxygenase ppoA) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.5)]	GO:0004601; GO:0005506; GO:0006979; GO:0009405; GO:0016705; GO:0016853; GO:0020037; GO:0033751; GO:0052878	
Q4P3S7	NSA2_USTMA	reviewed	Ribosome biogenesis protein NSA2	GO:0005730; GO:0006364; GO:0030687	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.
A1CYJ1	NOP16_NEOFI	reviewed	Nucleolar protein 16	GO:0005730; GO:0006364	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.
P21976	NDUA8_NEUCR	reviewed	NADH-ubiquinone oxidoreductase 20.8 kDa subunit	GO:0005747; GO:0006120	SUBCELLULAR LOCATION: Mitochondrion inner membrane.
B0YDH7	MTFA_ASPFC	reviewed	C2H2 finger domain transcription factor mtfA	GO:0003676; GO:0005634; GO:0009405; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24728192}.
A6R104	MOC2B_AJECN	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Common component for nitrate reductase and xanthine dehydrogenase protein H) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	GO:0005829; GO:0006777; GO:0019008; GO:0030366	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03052}.
Q0H8X1	NU4LM_USTMA	reviewed	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	GO:0005747; GO:0008137; GO:0016021; GO:0030964; GO:0042773	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
B0Y766	P20D1_ASPFC	reviewed	Probable carboxypeptidase AFUB_072730 (EC 3.4.17.-) (Peptidase M20 domain-containing protein AFUB_072730)	GO:0005576; GO:0008237; GO:0046872	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q4X1Y0	PFS2_ASPFU	reviewed	Polyadenylation factor subunit 2	GO:0005847; GO:0006378; GO:0007059	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
B0YCF6	MSH3_ASPFC	reviewed	DNA mismatch repair protein msh3 (MutS protein homolog 3)	GO:0005524; GO:0005634; GO:0006298; GO:0030983	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q0V713	MOC2B_PHANO	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Common component for nitrate reductase and xanthine dehydrogenase protein H) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	GO:0005829; GO:0006777; GO:0019008; GO:0030366	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03052}.
C5PE42	P20D1_COCP7	reviewed	Probable carboxypeptidase CPC735_001200 (EC 3.4.17.-) (Peptidase M20 domain-containing protein CPC735_001200)	GO:0005576; GO:0008233; GO:0046872	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
A6SRX6	MOCOS_BOTFB	reviewed	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase)	GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0102867	
A1CHL0	MOCOS_ASPCL	reviewed	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase)	GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0102867	
A1CX75	MOCOS_NEOFI	reviewed	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase)	GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0102867	
C5P7A7	MEP10_COCP7	reviewed	Extracellular metalloproteinase 10 (EC 3.4.24.-) (Elastinolytic metalloproteinase MEP10) (Fungalysin MEP10)	GO:0004222; GO:0005615; GO:0008270	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P06294	IGAO_GIBZA	reviewed	Galactose oxidase inhibitor	GO:0004857	
P84194	GUNA_GLOTR	reviewed	Endoglucanase Cel5A (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Fragments)	GO:0005576; GO:0005615; GO:0008810; GO:0030245	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000269|PubMed:15870328}.
B6HRH5	PRTT_PENRW	reviewed	Transcriptional activator of proteases prtT (Zn(2)-C6 zinc finger-containing protein prtT)	GO:0000981; GO:0003677; GO:0005634; GO:0008270	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
Q963C4	PEN2B_PENVA	reviewed	Penaeidin-2b (Pen-2b)	GO:0005737; GO:0008061; GO:0031640; GO:0042742; GO:0050832	SUBCELLULAR LOCATION: Cytoplasmic granule. Note=Cytoplasmic granules of hemocytes and to a lesser extent in small granules of hemocytes.
P43100	NIA_BEABA	reviewed	Nitrate reductase [NADPH] (NR) (EC 1.7.1.3)	GO:0006809; GO:0020037; GO:0030151; GO:0042128; GO:0043546; GO:0050464	
P0C1I4	PPIL1_RHIO9	reviewed	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase)	GO:0003755; GO:0006457	
Q7RZ85	NPC2_NEUCR	reviewed	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP)	GO:0015918; GO:0032366; GO:0032934	
Q0UVK8	NNRD_PHANO	reviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	GO:0005524; GO:0005737; GO:0046496; GO:0047453; GO:0052855; GO:0052856; GO:0052857	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03157}.
P23295	NOR_FUSOX	reviewed	NADP nitrous oxide-forming nitric oxide reductase (NOR) (EC 1.7.1.14) (CYPLVA1) (Cytochrome P450 55A1) (Cytochrome P450 DNIR) (Cytochrome P450nor) (Fungal nitric oxide reductase)	GO:0004497; GO:0005506; GO:0016705; GO:0020037; GO:0102199	
B0Y6K1	PRTT_ASPFC	reviewed	Transcriptional activator of proteases prtT (Zn(2)-C6 zinc finger-containing protein prtT)	GO:0000981; GO:0003677; GO:0005634; GO:0008270	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
Q9YTU3	POLA_CHPVU	reviewed	Polyprotein p69 (ORFA polyprotein) [Cleaved into: Papain-like protease p29 (EC 3.4.22.-); p40 protein]	GO:0004197	
Q52E66	PALH_MAGO7	reviewed	pH-response regulator protein palH/RIM21	GO:0005886; GO:0016021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P85214	PROP1_GALME	reviewed	Proline-rich antimicrobial peptide 1	GO:0005615; GO:0031640; GO:0045087; GO:0050830; GO:0050832	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11995991, ECO:0000269|PubMed:17194500}.
Q07842	NDUA2_NEUCR	reviewed	NADH-ubiquinone oxidoreductase 10.5 kDa subunit (Complex I) (CI)	GO:0005747; GO:0055114	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.
