Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
Q6DGF9	ACBD4_RAT	reviewed	Acyl-CoA-binding domain-containing protein 4	GO:0000062; GO:0008289	
P28023	DCTN1_RAT	reviewed	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p150-glued)	GO:0000132; GO:0000776; GO:0003774; GO:0005635; GO:0005813; GO:0005814; GO:0005819; GO:0005868; GO:0005874; GO:0005938; GO:0008017; GO:0010457; GO:0010970; GO:0015631; GO:0031116; GO:0031122; GO:0034454; GO:0035371; GO:0042802; GO:0051081; GO:0051301; GO:0060236; GO:0090063; GO:0090316; GO:0099738; GO:1905515	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q14203}. Nucleus envelope {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q14203}. Note=Localizes to microtubule plus ends. Localizes preferentially to the ends of tyrosinated microtubules. Localization at centrosome is regulated by SLK-dependent phosphorylation. Localizes to centrosome in a PARKDA-dependent manner. PLK1-mediated phosphorylation at Ser-179 is essential for its localization in the nuclear envelope. Localizes to the subdistal appendage region of the centriole in a KIF3A-dependent manner. {ECO:0000250|UniProtKB:O08788, ECO:0000250|UniProtKB:Q14203}.
Q6P6G2	CF089_RAT	reviewed	Bombesin receptor-activated protein C6orf89 homolog	GO:0000139; GO:0005737; GO:0005886; GO:0016021; GO:0030496; GO:0042060; GO:0045787; GO:0050673; GO:1901727	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q6UWU4}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q6UWU4}. Cytoplasm {ECO:0000250|UniProtKB:Q6UWU4}.
Q6AZ50	ATG3_RAT	reviewed	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (Preconditioning-inducible gene 1 protein)	GO:0000045; GO:0000153; GO:0000422; GO:0005829; GO:0006914; GO:0015031; GO:0016567; GO:0019776; GO:0019777; GO:0019899; GO:0043653; GO:0050765; GO:1902017	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q64563	ADH4_RAT	reviewed	All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (ADH2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II) (Alcohol dehydrogenase II)	GO:0004022; GO:0004024; GO:0005829; GO:0006069; GO:0007568; GO:0008270; GO:0035276; GO:0042698; GO:0046294; GO:0051287; GO:0051903	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P24483	ADX_RAT	reviewed	Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1)	GO:0005506; GO:0005739; GO:0005759; GO:0006694; GO:0008203; GO:0009055; GO:0019899; GO:0030061; GO:0030325; GO:0034698; GO:0042446; GO:0044320; GO:0044321; GO:0050790; GO:0051353; GO:0051537; GO:0070995; GO:0071407; GO:0071872	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:2170421}.
Q792Q4	CRIPT_RAT	reviewed	Cysteine-rich PDZ-binding protein (Cysteine-rich interactor of PDZ three) (Cysteine-rich interactor of PDZ3)	GO:0001650; GO:0005737; GO:0008017; GO:0014069; GO:0030054; GO:0030165; GO:0030425; GO:0031122; GO:0035372; GO:0043025; GO:0043197; GO:0043198; GO:0044877; GO:0045184; GO:0097110; GO:1902897	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10570482}. Cell junction, synapse {ECO:0000269|PubMed:10570482}. Cell projection, dendritic spine {ECO:0000269|PubMed:10570482}. Note=Colocalizes with DLG4 in asymmetric synapses.
Q32Q06	AP1M1_RAT	reviewed	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	GO:0005794; GO:0006886; GO:0016192; GO:0030131; GO:0030665; GO:0032438; GO:0035646	SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000250}.
Q06646	AT5G2_RAT	reviewed	ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)	GO:0000276; GO:0008289; GO:0015986; GO:0022834; GO:0034703; GO:0045263; GO:0045471; GO:0046931; GO:0046933; GO:1905242	SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.
Q499M5	ANR16_RAT	reviewed	Ankyrin repeat domain-containing protein 16	GO:0005634; GO:0005737; GO:0006400	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A2AS55}. Nucleus {ECO:0000250|UniProtKB:A2AS55}.
Q9QXS7	CMLO5_RAT	reviewed	Probable N-acetyltransferase CML5 (EC 2.3.1.-) (Camello-like protein 5)	GO:0001702; GO:0008080; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q925N7	CL2D5_RAT	reviewed	C-type lectin domain family 2 member D5 (Osteoclast inhibitory lectin)	GO:0005886; GO:0016021; GO:0030246	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q0V8T3	CTP5D_RAT	reviewed	Contactin-associated protein like 5-4 (Cell recognition molecule Caspr5-4) (Cell recognition molecule Caspr5d) (Contactin-associated protein-like 5d)	GO:0007155; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P51870	CP4F5_RAT	reviewed	Cytochrome P450 4F5 (EC 1.14.14.1) (CYPIVF5)	GO:0005506; GO:0005789; GO:0006691; GO:0006954; GO:0020037; GO:0070330	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.
Q2KN99	CYTSA_RAT	reviewed	Cytospin-A (SPECC1-like protein) (Sperm antigen with calponin homology and coiled-coil domains 1-like)	GO:0005737; GO:0005815; GO:0005819; GO:0005921; GO:0007049; GO:0030036; GO:0031941; GO:0051301	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cell junction, gap junction {ECO:0000250}. Note=Colocalizes with beta-tubulin, acetylated alpha-tubulin and F-actin. Also observed in a ring around gamma-tubulin containing centrioles possibly in the microtubule organizing center (By similarity). {ECO:0000250}.
Q9WVT0	AGRF5_RAT	reviewed	Adhesion G protein-coupled receptor F5 (G-protein coupled hepta-helical receptor Ig-hepta) (G-protein coupled receptor 116)	GO:0004930; GO:0005886; GO:0007166; GO:0016021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10391944, ECO:0000269|PubMed:16882675}; Multi-pass membrane protein {ECO:0000255}.
Q8CJ11	AGRG2_RAT	reviewed	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Rat epididymis-specific protein 6) (Re6)	GO:0004930; GO:0005829; GO:0005887; GO:0007166; GO:0007189; GO:0016324	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12420295}; Multi-pass membrane protein {ECO:0000255}.
Q6GVH5	GGNB2_RAT	reviewed	Gametogenetin-binding protein 2 (Protein ZNF403)	GO:0005634; GO:0005737; GO:0007275; GO:0007283; GO:0030154; GO:0031410	SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000250}. Note=Associated with vesicular structures. {ECO:0000250}.
Q08463	FZD1_RAT	reviewed	Frizzled-1 (Fz-1) (rFz1)	GO:0004930; GO:0005886; GO:0010976; GO:0016021; GO:0016055; GO:0017147; GO:0035567; GO:0042802; GO:0042803; GO:0042813; GO:0043005; GO:0045667; GO:0046982; GO:0048286; GO:0051091; GO:0060070; GO:0071305; GO:0071363; GO:0071375	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9UP38}; Multi-pass membrane protein {ECO:0000255}.
P62882	GNB5_RAT	reviewed	Guanine nucleotide-binding protein subunit beta-5 (Gbeta5) (Transducin beta chain 5)	GO:0005829; GO:0005834; GO:0007165; GO:0007186; GO:0007212; GO:0031682; GO:0032794; GO:0032991; GO:0043547; GO:0044297; GO:0051087; GO:1901386	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P62881}.
O55096	DPP3_RAT	reviewed	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	GO:0005829; GO:0005886; GO:0006508; GO:0008237; GO:0008239; GO:0008270; GO:0016607	SUBCELLULAR LOCATION: Cytoplasm.
Q8VII0	FRMD6_RAT	reviewed	FERM domain-containing protein 6 (FERM domain-containing protein 163SCII) (Fragment)	GO:0005737; GO:0005856; GO:0005886; GO:0031032	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Can colocalize with actin. {ECO:0000250}.
Q642A3	F205C_RAT	reviewed	Protein FAM205C	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q3ZB98	BCAS1_RAT	reviewed	Breast carcinoma-amplified sequence 1 homolog (Protein whose mRNA is enriched in synaptosomes 2) (Pmes-2)	GO:0005737; GO:0014069; GO:0042552	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16133941}.
Q4V7F2	CREL1_RAT	reviewed	Cysteine-rich with EGF-like domain protein 1	GO:0005509; GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5FWS4	CAHM5_RAT	reviewed	Calcium homeostasis modulator protein 5 (Protein FAM26E)	GO:0005887; GO:0006811	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9WVC7	AKAP6_RAT	reviewed	A-kinase anchor protein 6 (AKAP-6) (Protein kinase A-anchoring protein 6) (PRKA6) (mAKAP)	GO:0001934; GO:0005634; GO:0005635; GO:0005737; GO:0005901; GO:0007194; GO:0008179; GO:0010738; GO:0010880; GO:0014701; GO:0014704; GO:0016529; GO:0019899; GO:0030307; GO:0030315; GO:0031965; GO:0032991; GO:0034237; GO:0034629; GO:0042383; GO:0043495; GO:0044325; GO:0045727; GO:0048471; GO:0051018; GO:0051281; GO:0051721; GO:0060090; GO:0060316; GO:0061051; GO:0070886; GO:0071345; GO:0071872; GO:0086004; GO:1901897; GO:2000481	SUBCELLULAR LOCATION: Sarcoplasmic reticulum. Nucleus membrane. Note=In heart muscle. Participation of multiple targeting signals allow correct intracellular targeting. These may be repeated motifs rich in basic and hydrophobic amino acids, palmitoylated/myristoylated motifs or alternatively splice targeting sequences.
Q63639	AL1A2_RAT	reviewed	Retinal dehydrogenase 2 (RALDH 2) (RalDH2) (EC 1.2.1.36) (Aldehyde dehydrogenase family 1 member A2) (Retinaldehyde-specific dehydrogenase type 2) (RALDH(II))	GO:0001568; GO:0001758; GO:0001822; GO:0001889; GO:0001936; GO:0002138; GO:0003007; GO:0004028; GO:0004029; GO:0005829; GO:0007494; GO:0008284; GO:0008285; GO:0009855; GO:0009954; GO:0010628; GO:0014032; GO:0016331; GO:0016918; GO:0021915; GO:0021983; GO:0030182; GO:0030324; GO:0030902; GO:0031016; GO:0031076; GO:0032355; GO:0033189; GO:0034097; GO:0035115; GO:0035799; GO:0042572; GO:0042573; GO:0042574; GO:0042904; GO:0043065; GO:0048471; GO:0048566; GO:0048738; GO:0051289; GO:0060324; GO:0071300; GO:0090242	SUBCELLULAR LOCATION: Cytoplasm.
Q9JHY7	BIRC5_RAT	reviewed	Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor survivin)	GO:0000086; GO:0000281; GO:0000775; GO:0000777; GO:0005634; GO:0005737; GO:0005814; GO:0005829; GO:0005876; GO:0005881; GO:0006468; GO:0007059; GO:0007094; GO:0008017; GO:0008270; GO:0015631; GO:0016324; GO:0030496; GO:0031021; GO:0031503; GO:0031536; GO:0032133; GO:0036216; GO:0042493; GO:0042803; GO:0043027; GO:0043066; GO:0043154; GO:0043434; GO:0045787; GO:0045892; GO:0045931; GO:0048037; GO:0051301; GO:0051303; GO:0051384; GO:0071361	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O15392}. Nucleus {ECO:0000250|UniProtKB:O15392}. Chromosome {ECO:0000250|UniProtKB:O15392}. Chromosome, centromere {ECO:0000250|UniProtKB:O15392}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:O15392}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:O15392}. Midbody {ECO:0000250|UniProtKB:O15392}. Note=Localizes at the centromeres from prophase to metaphase, at the spindle midzone during anaphase and a the midbody during telophase and cytokinesis. Accumulates in the nucleus upon treatment with leptomycin B (LMB), a XPO1/CRM1 nuclear export inhibitor (By similarity). Localizes on chromosome arms and inner centromeres from prophase through metaphase. Localizes to kinetochores in metaphase, distributes to the midzone microtubules in anaphase and at telophase, localizes exclusively to the midbody. Colocalizes with AURKB at mitotic chromosomes (By similarity). {ECO:0000250|UniProtKB:E3SCZ8, ECO:0000250|UniProtKB:O15392}.
Q568Z7	CIB2_RAT	reviewed	Calcium and integrin-binding family member 2	GO:0000287; GO:0001750; GO:0001917; GO:0005178; GO:0005509; GO:0005737; GO:0005927; GO:0007204; GO:0031594; GO:0032420; GO:0032437; GO:0042383; GO:0042803; GO:0045494; GO:0055074; GO:0071318	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Z309}. Cell projection, stereocilium {ECO:0000250|UniProtKB:O75838}. Photoreceptor inner segment {ECO:0000250|UniProtKB:Q9Z309}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q9Z309}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:Q9Z309}. Note=Colocalized with ITGA7 at the myotendinous junctions (MTJ) and at the neuromuscular junctions (NMJ). Localizes in the cuticular plate along and at the tip of the stereocilia of vestibular sensory hair cells. {ECO:0000250|UniProtKB:O75838, ECO:0000250|UniProtKB:Q9Z309}.
Q78E60	ARNT2_RAT	reviewed	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2)	GO:0000978; GO:0000981; GO:0001228; GO:0001666; GO:0001701; GO:0005634; GO:0005667; GO:0005737; GO:0007420; GO:0008284; GO:0017162; GO:0032355; GO:0043066; GO:0045944; GO:0046982	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9HBZ2, ECO:0000255|PROSITE-ProRule:PRU00981}.
Q6P7S1	ASAH1_RAT	reviewed	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	GO:0005615; GO:0005764; GO:0010033; GO:0016810; GO:0017040; GO:0030216; GO:0030324; GO:0046512; GO:0046513; GO:0046514; GO:0050810; GO:0062098; GO:0071356; GO:0102121	SUBCELLULAR LOCATION: Lysosome {ECO:0000250|UniProtKB:Q13510}. Secreted {ECO:0000250|UniProtKB:Q13510}. Note=Secretion is extremely low and localization to lysosomes is mannose-6-phosphate receptor-dependent. {ECO:0000250|UniProtKB:Q13510}.
D4A693	AZIN2_RAT	reviewed	Antizyme inhibitor 2 (AzI2) (Ornithine decarboxylase-like protein) (ODC-like protein) (ornithine decarboxylase paralog) (ODC-p)	GO:0003824; GO:0005634; GO:0005737; GO:0005801; GO:0005802; GO:0015489; GO:0015847; GO:0030133; GO:0030424; GO:0030425; GO:0031410; GO:0033116; GO:0033387; GO:0042177; GO:0042978; GO:0043085; GO:0043204; GO:0048471; GO:0098629; GO:1902269; GO:1990005	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19718454}. Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Membrane {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000250}. Golgi apparatus, cis-Golgi network {ECO:0000250}. Golgi apparatus, trans-Golgi network {ECO:0000250}. Cytoplasmic granule {ECO:0000269|PubMed:19718454}. Cell projection, axon {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Perikaryon {ECO:0000250}. Note=Colocalizes with KDEL receptors in ER-Golgi intermediate compartment (ERGIC). Translocates from the ERGIC structure to the cytoplasm in a antizyme-dependent manner. Localizes with vesicle-associated membrane protein VAMP8 in the vicinity of the plasma membrane within serotonin-containing secretory granules. Detected as vesicle-like pattern in neurite outgrowths. Localizes to the vesicular compartments of the secretory pathway, predominantly in the trans-Golgi network (TGN) (By similarity). Localizes with vesicle-associated membrane protein VAMP8 in the vicinity of the plasma membrane within serotonin-containing secretory granules. {ECO:0000250}.
P13221	AATC_RAT	reviewed	Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)	GO:0004069; GO:0004609; GO:0005654; GO:0005737; GO:0005764; GO:0005829; GO:0006103; GO:0006107; GO:0006114; GO:0006531; GO:0006532; GO:0006533; GO:0006536; GO:0007219; GO:0009743; GO:0019550; GO:0019551; GO:0030170; GO:0030511; GO:0031406; GO:0032869; GO:0032966; GO:0035902; GO:0043648; GO:0043679; GO:0046686; GO:0047801; GO:0051384; GO:0051481; GO:0051902; GO:0055089; GO:0060290; GO:0071260; GO:1990267	SUBCELLULAR LOCATION: Cytoplasm.
Q5HZW5	CD320_RAT	reviewed	CD320 antigen (Transcobalamin receptor) (TCblR) (CD antigen CD320)	GO:0005509; GO:0005783; GO:0005887; GO:0008083; GO:0015889; GO:0030656; GO:0030890; GO:0031296; GO:0031419	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NPF0}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9NPF0}.
Q63159	COQ3_RAT	reviewed	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	GO:0004395; GO:0005739; GO:0006071; GO:0006744; GO:0008425; GO:0008689; GO:0010795; GO:0031314; GO:0032259; GO:1990886	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03190}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03190}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03190}.
Q8K589	BMF_RAT	reviewed	Bcl-2-modifying factor	GO:0001669; GO:0010507; GO:0016459; GO:0034644; GO:0043065; GO:0043276	
P0C927	ASB14_RAT	reviewed	Ankyrin repeat and SOCS box protein 14	GO:0016567; GO:0035556	
Q6AYE8	ARTN_RAT	reviewed	Artemin	GO:0005615; GO:0007411; GO:0007422; GO:0008083; GO:0050930; GO:0061146; GO:0097021	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q4KM65	CPSF5_RAT	reviewed	Cleavage and polyadenylation specificity factor subunit 5 (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21)	GO:0003682; GO:0003729; GO:0005634; GO:0005737; GO:0005813; GO:0005847; GO:0005849; GO:0006378; GO:0006397; GO:0010608; GO:0016787; GO:0017091; GO:0030154; GO:0031439; GO:0035925; GO:0042382; GO:0042802; GO:0042803; GO:0042826; GO:0051290; GO:0098789; GO:0110104; GO:1900365; GO:1990120; GO:2000738; GO:2000975	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43809}. Cytoplasm {ECO:0000250|UniProtKB:O43809}. Note=Shuttles between the nucleus and the cytoplasm in a transcription- and XPO1/CRM1-independent manner, most probably in complex with the cleavage factor Im complex (CFIm). In punctate subnuclear structures localized adjacent to nuclear speckles, called paraspeckles. {ECO:0000250|UniProtKB:O43809}.
D4A770	CL004_RAT	reviewed	Protein C12orf4 homolog	GO:0005737; GO:0043304	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25122211}.
P18886	CPT2_RAT	reviewed	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	GO:0004095; GO:0005739; GO:0005743; GO:0006635; GO:0015909; GO:0120162	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:17585909}; Peripheral membrane protein {ECO:0000269|PubMed:17585909}; Matrix side {ECO:0000269|PubMed:17585909}.
Q5XI95	ADH6_RAT	reviewed	Alcohol dehydrogenase 6 (EC 1.1.1.1)	GO:0004024; GO:0004745; GO:0005829; GO:0006069; GO:0008270; GO:0042572; GO:0042573	SUBCELLULAR LOCATION: Cytoplasm.
Q5PQL4	CLP1_RAT	reviewed	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	GO:0000214; GO:0005524; GO:0005634; GO:0005829; GO:0005849; GO:0006378; GO:0006388; GO:0021695; GO:0030423; GO:0035087; GO:0046404; GO:0051733; GO:0051736	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03035}.
